"","X","Account.Number","Customer.ID","Due.Date","Modified.Date","Online.Order.Flag","Order.Date","Sales.Person.ID","Sales.Order.Number","Ship.Date","Freight","Sub.Total","Tax.Amt","Total.Due"
"512",9071,"10-4030-026744",26744,"2007-02-13","2007-02-08",TRUE,"2007-02-01",NA,"SO49180","2007-02-08",19.5748,782.99,62.6392,865.204
"513",9149,"10-4030-027054",27054,"2007-02-13","2007-02-08",TRUE,"2007-02-01",NA,"SO49176","2007-02-08",51.7855,2071.4196,165.7136,2288.9187
"514",9156,"10-4030-027064",27064,"2007-02-13","2007-02-08",TRUE,"2007-02-01",NA,"SO49177","2007-02-08",51.7855,2071.4196,165.7136,2288.9187
"515",4515,"10-4030-014129",14129,"2007-02-14","2007-02-09",TRUE,"2007-02-02",NA,"SO49184","2007-02-09",51.2275,2049.0982,163.9279,2264.2536
"516",4520,"10-4030-014134",14134,"2007-02-14","2007-02-09",TRUE,"2007-02-02",NA,"SO49185","2007-02-09",51.2275,2049.0982,163.9279,2264.2536
"517",5271,"10-4030-015525",15525,"2007-02-14","2007-02-09",TRUE,"2007-02-02",NA,"SO49189","2007-02-09",19.5748,782.99,62.6392,865.204
"518",5899,"10-4030-016830",16830,"2007-02-14","2007-02-09",TRUE,"2007-02-02",NA,"SO49182","2007-02-09",61.0838,2443.35,195.468,2699.9018
"519",5924,"10-4030-016944",16944,"2007-02-14","2007-02-09",TRUE,"2007-02-02",NA,"SO49183","2007-02-09",61.0838,2443.35,195.468,2699.9018
"520",6214,"10-4030-017890",17890,"2007-02-14","2007-02-09",TRUE,"2007-02-02",NA,"SO49181","2007-02-09",54.5391,2181.5625,174.525,2410.6266
"521",8061,"10-4030-023526",23526,"2007-02-14","2007-02-09",TRUE,"2007-02-02",NA,"SO49186","2007-02-09",61.0838,2443.35,195.468,2699.9018
"522",8073,"10-4030-023545",23545,"2007-02-14","2007-02-09",TRUE,"2007-02-02",NA,"SO49187","2007-02-09",54.5391,2181.5625,174.525,2410.6266
"523",8442,"10-4030-025033",25033,"2007-02-14","2007-02-09",TRUE,"2007-02-02",NA,"SO49190","2007-02-09",25.0109,1000.4375,80.035,1105.4834
"524",9105,"10-4030-026815",26815,"2007-02-14","2007-02-09",TRUE,"2007-02-02",NA,"SO49188","2007-02-09",51.2275,2049.0982,163.9279,2264.2536
"525",3581,"10-4030-012386",12386,"2007-02-15","2007-02-10",TRUE,"2007-02-03",NA,"SO49196","2007-02-10",51.7855,2071.4196,165.7136,2288.9187
"526",6655,"10-4030-019040",19040,"2007-02-15","2007-02-10",TRUE,"2007-02-03",NA,"SO49192","2007-02-10",25.0109,1000.4375,80.035,1105.4834
"527",6861,"10-4030-019435",19435,"2007-02-15","2007-02-10",TRUE,"2007-02-03",NA,"SO49191","2007-02-10",25.0109,1000.4375,80.035,1105.4834
"528",7326,"10-4030-020845",20845,"2007-02-15","2007-02-10",TRUE,"2007-02-03",NA,"SO49195","2007-02-10",19.5748,782.99,62.6392,865.204
"529",7362,"10-4030-020922",20922,"2007-02-15","2007-02-10",TRUE,"2007-02-03",NA,"SO49194","2007-02-10",19.5748,782.99,62.6392,865.204
"530",9033,"10-4030-026662",26662,"2007-02-15","2007-02-10",TRUE,"2007-02-03",NA,"SO49198","2007-02-10",19.5748,782.99,62.6392,865.204
"531",9037,"10-4030-026667",26667,"2007-02-15","2007-02-10",TRUE,"2007-02-03",NA,"SO49199","2007-02-10",19.5748,782.99,62.6392,865.204
"532",9969,"10-4030-029390",29390,"2007-02-15","2007-02-10",TRUE,"2007-02-03",NA,"SO49193","2007-02-10",51.2275,2049.0982,163.9279,2264.2536
"533",9985,"10-4030-029415",29415,"2007-02-15","2007-02-10",TRUE,"2007-02-03",NA,"SO49197","2007-02-10",51.2275,2049.0982,163.9279,2264.2536
"534",4499,"10-4030-014103",14103,"2007-02-16","2007-02-11",TRUE,"2007-02-04",NA,"SO49204","2007-02-11",51.7855,2071.4196,165.7136,2288.9187
"535",4516,"10-4030-014130",14130,"2007-02-16","2007-02-11",TRUE,"2007-02-04",NA,"SO49205","2007-02-11",51.2275,2049.0982,163.9279,2264.2536
"536",4650,"10-4030-014337",14337,"2007-02-16","2007-02-11",TRUE,"2007-02-04",NA,"SO49212","2007-02-11",25.0109,1000.4375,80.035,1105.4834
"537",5269,"10-4030-015521",15521,"2007-02-16","2007-02-11",TRUE,"2007-02-04",NA,"SO49215","2007-02-11",19.5748,782.99,62.6392,865.204
"538",6182,"10-4030-017795",17795,"2007-02-16","2007-02-11",TRUE,"2007-02-04",NA,"SO49201","2007-02-11",61.0838,2443.35,195.468,2699.9018
"539",6199,"10-4030-017829",17829,"2007-02-16","2007-02-11",TRUE,"2007-02-04",NA,"SO49202","2007-02-11",54.5391,2181.5625,174.525,2410.6266
"540",6213,"10-4030-017889",17889,"2007-02-16","2007-02-11",TRUE,"2007-02-04",NA,"SO49200","2007-02-11",61.0838,2443.35,195.468,2699.9018
"541",6795,"10-4030-019343",19343,"2007-02-16","2007-02-11",TRUE,"2007-02-04",NA,"SO49203","2007-02-11",19.5748,782.99,62.6392,865.204
"542",7510,"10-4030-021331",21331,"2007-02-16","2007-02-11",TRUE,"2007-02-04",NA,"SO49210","2007-02-11",51.7855,2071.4196,165.7136,2288.9187
"543",8042,"10-4030-023423",23423,"2007-02-16","2007-02-11",TRUE,"2007-02-04",NA,"SO49206","2007-02-11",54.5391,2181.5625,174.525,2410.6266
"544",8046,"10-4030-023432",23432,"2007-02-16","2007-02-11",TRUE,"2007-02-04",NA,"SO49207","2007-02-11",61.0838,2443.35,195.468,2699.9018
"545",8063,"10-4030-023531",23531,"2007-02-16","2007-02-11",TRUE,"2007-02-04",NA,"SO49208","2007-02-11",54.5391,2181.5625,174.525,2410.6266
"546",8070,"10-4030-023541",23541,"2007-02-16","2007-02-11",TRUE,"2007-02-04",NA,"SO49209","2007-02-11",54.5391,2181.5625,174.525,2410.6266
"547",8083,"10-4030-023575",23575,"2007-02-16","2007-02-11",TRUE,"2007-02-04",NA,"SO49214","2007-02-11",54.5391,2181.5625,174.525,2410.6266
"548",8443,"10-4030-025034",25034,"2007-02-16","2007-02-11",TRUE,"2007-02-04",NA,"SO49213","2007-02-11",25.0109,1000.4375,80.035,1105.4834
"549",9077,"10-4030-026749",26749,"2007-02-16","2007-02-11",TRUE,"2007-02-04",NA,"SO49216","2007-02-11",19.5748,782.99,62.6392,865.204
"550",9137,"10-4030-027020",27020,"2007-02-16","2007-02-11",TRUE,"2007-02-04",NA,"SO49211","2007-02-11",51.7855,2071.4196,165.7136,2288.9187
"551",3682,"10-4030-012619",12619,"2007-02-17","2007-02-12",TRUE,"2007-02-05",NA,"SO49219","2007-02-12",51.2275,2049.0982,163.9279,2264.2536
"552",4449,"10-4030-014032",14032,"2007-02-17","2007-02-12",TRUE,"2007-02-05",NA,"SO49220","2007-02-12",51.7855,2071.4196,165.7136,2288.9187
"553",5350,"10-4030-015637",15637,"2007-02-17","2007-02-12",TRUE,"2007-02-05",NA,"SO49217","2007-02-12",54.5391,2181.5625,174.525,2410.6266
"554",8064,"10-4030-023532",23532,"2007-02-17","2007-02-12",TRUE,"2007-02-05",NA,"SO49221","2007-02-12",54.5391,2181.5625,174.525,2410.6266
"555",8767,"10-4030-026113",26113,"2007-02-17","2007-02-12",TRUE,"2007-02-05",NA,"SO49218","2007-02-12",54.5391,2181.5625,174.525,2410.6266
"556",9136,"10-4030-027017",27017,"2007-02-17","2007-02-12",TRUE,"2007-02-05",NA,"SO49223","2007-02-12",51.2275,2049.0982,163.9279,2264.2536
"557",9162,"10-4030-027073",27073,"2007-02-17","2007-02-12",TRUE,"2007-02-05",NA,"SO49224","2007-02-12",51.2275,2049.0982,163.9279,2264.2536
"558",9167,"10-4030-027078",27078,"2007-02-17","2007-02-12",TRUE,"2007-02-05",NA,"SO49222","2007-02-12",51.7855,2071.4196,165.7136,2288.9187
"559",3583,"10-4030-012390",12390,"2007-02-18","2007-02-13",TRUE,"2007-02-06",NA,"SO49229","2007-02-13",51.7855,2071.4196,165.7136,2288.9187
"560",4359,"10-4030-013873",13873,"2007-02-18","2007-02-13",TRUE,"2007-02-06",NA,"SO49227","2007-02-13",61.0838,2443.35,195.468,2699.9018
"561",5275,"10-4030-015529",15529,"2007-02-18","2007-02-13",TRUE,"2007-02-06",NA,"SO49232","2007-02-13",19.5748,782.99,62.6392,865.204
"562",5276,"10-4030-015531",15531,"2007-02-18","2007-02-13",TRUE,"2007-02-06",NA,"SO49233","2007-02-13",19.5748,782.99,62.6392,865.204
"563",5278,"10-4030-015534",15534,"2007-02-18","2007-02-13",TRUE,"2007-02-06",NA,"SO49234","2007-02-13",19.5748,782.99,62.6392,865.204
"564",5280,"10-4030-015537",15537,"2007-02-18","2007-02-13",TRUE,"2007-02-06",NA,"SO49235","2007-02-13",19.5748,782.99,62.6392,865.204
"565",5994,"10-4030-017191",17191,"2007-02-18","2007-02-13",TRUE,"2007-02-06",NA,"SO49225","2007-02-13",54.5391,2181.5625,174.525,2410.6266
"566",6179,"10-4030-017792",17792,"2007-02-18","2007-02-13",TRUE,"2007-02-06",NA,"SO49226","2007-02-13",61.0838,2443.35,195.468,2699.9018
"567",7503,"10-4030-021266",21266,"2007-02-18","2007-02-13",TRUE,"2007-02-06",NA,"SO49230","2007-02-13",51.2275,2049.0982,163.9279,2264.2536
"568",8088,"10-4030-023593",23593,"2007-02-18","2007-02-13",TRUE,"2007-02-06",NA,"SO49238","2007-02-13",54.5391,2181.5625,174.525,2410.6266
"569",8436,"10-4030-025021",25021,"2007-02-18","2007-02-13",TRUE,"2007-02-06",NA,"SO49236","2007-02-13",25.0109,1000.4375,80.035,1105.4834
"570",8444,"10-4030-025035",25035,"2007-02-18","2007-02-13",TRUE,"2007-02-06",NA,"SO49237","2007-02-13",25.0109,1000.4375,80.035,1105.4834
"571",9151,"10-4030-027058",27058,"2007-02-18","2007-02-13",TRUE,"2007-02-06",NA,"SO49231","2007-02-13",51.2275,2049.0982,163.9279,2264.2536
"572",9980,"10-4030-029404",29404,"2007-02-18","2007-02-13",TRUE,"2007-02-06",NA,"SO49228","2007-02-13",51.2275,2049.0982,163.9279,2264.2536
"573",4437,"10-4030-014011",14011,"2007-02-19","2007-02-14",TRUE,"2007-02-07",NA,"SO49239","2007-02-14",51.7855,2071.4196,165.7136,2288.9187
"574",4471,"10-4030-014058",14058,"2007-02-19","2007-02-14",TRUE,"2007-02-07",NA,"SO49240","2007-02-14",51.7855,2071.4196,165.7136,2288.9187
"575",4477,"10-4030-014065",14065,"2007-02-19","2007-02-14",TRUE,"2007-02-07",NA,"SO49241","2007-02-14",51.7855,2071.4196,165.7136,2288.9187
"576",7505,"10-4030-021284",21284,"2007-02-19","2007-02-14",TRUE,"2007-02-07",NA,"SO49244","2007-02-14",51.2275,2049.0982,163.9279,2264.2536
"577",8059,"10-4030-023524",23524,"2007-02-19","2007-02-14",TRUE,"2007-02-07",NA,"SO49242","2007-02-14",61.0838,2443.35,195.468,2699.9018
"578",8101,"10-4030-023640",23640,"2007-02-19","2007-02-14",TRUE,"2007-02-07",NA,"SO49246","2007-02-14",54.5391,2181.5625,174.525,2410.6266
"579",8439,"10-4030-025029",25029,"2007-02-19","2007-02-14",TRUE,"2007-02-07",NA,"SO49245","2007-02-14",25.0109,1000.4375,80.035,1105.4834
"580",9163,"10-4030-027074",27074,"2007-02-19","2007-02-14",TRUE,"2007-02-07",NA,"SO49243","2007-02-14",51.2275,2049.0982,163.9279,2264.2536
"581",3573,"10-4030-012378",12378,"2007-02-20","2007-02-15",TRUE,"2007-02-08",NA,"SO49252","2007-02-15",51.7855,2071.4196,165.7136,2288.9187
"582",4356,"10-4030-013871",13871,"2007-02-20","2007-02-15",TRUE,"2007-02-08",NA,"SO49251","2007-02-15",54.5391,2181.5625,174.525,2410.6266
"583",4426,"10-4030-013997",13997,"2007-02-20","2007-02-15",TRUE,"2007-02-08",NA,"SO49256","2007-02-15",51.7855,2071.4196,165.7136,2288.9187
"584",4572,"10-4030-014211",14211,"2007-02-20","2007-02-15",TRUE,"2007-02-08",NA,"SO49253","2007-02-15",51.2275,2049.0982,163.9279,2264.2536
"585",4575,"10-4030-014216",14216,"2007-02-20","2007-02-15",TRUE,"2007-02-08",NA,"SO49254","2007-02-15",51.2275,2049.0982,163.9279,2264.2536
"586",5270,"10-4030-015523",15523,"2007-02-20","2007-02-15",TRUE,"2007-02-08",NA,"SO49255","2007-02-15",19.5748,782.99,62.6392,865.204
"587",6158,"10-4030-017766",17766,"2007-02-20","2007-02-15",TRUE,"2007-02-08",NA,"SO49248","2007-02-15",25.0109,1000.4375,80.035,1105.4834
"588",6159,"10-4030-017767",17767,"2007-02-20","2007-02-15",TRUE,"2007-02-08",NA,"SO49249","2007-02-15",25.0109,1000.4375,80.035,1105.4834
"589",6180,"10-4030-017793",17793,"2007-02-20","2007-02-15",TRUE,"2007-02-08",NA,"SO49247","2007-02-15",61.0838,2443.35,195.468,2699.9018
"590",6778,"10-4030-019323",19323,"2007-02-20","2007-02-15",TRUE,"2007-02-08",NA,"SO49250","2007-02-15",19.5748,782.99,62.6392,865.204
"591",9073,"10-4030-026746",26746,"2007-02-20","2007-02-15",TRUE,"2007-02-08",NA,"SO49257","2007-02-15",19.5748,782.99,62.6392,865.204
"592",3675,"10-4030-012608",12608,"2007-02-21","2007-02-16",TRUE,"2007-02-09",NA,"SO49260","2007-02-16",51.2275,2049.0982,163.9279,2264.2536
"593",3676,"10-4030-012609",12609,"2007-02-21","2007-02-16",TRUE,"2007-02-09",NA,"SO49261","2007-02-16",51.2275,2049.0982,163.9279,2264.2536
"594",4457,"10-4030-014046",14046,"2007-02-21","2007-02-16",TRUE,"2007-02-09",NA,"SO49264","2007-02-16",51.7855,2071.4196,165.7136,2288.9187
"595",4463,"10-4030-014050",14050,"2007-02-21","2007-02-16",TRUE,"2007-02-09",NA,"SO49265","2007-02-16",51.7855,2071.4196,165.7136,2288.9187
"596",4465,"10-4030-014051",14051,"2007-02-21","2007-02-16",TRUE,"2007-02-09",NA,"SO49266","2007-02-16",51.2275,2049.0982,163.9279,2264.2536
"597",4517,"10-4030-014131",14131,"2007-02-21","2007-02-16",TRUE,"2007-02-09",NA,"SO49267","2007-02-16",51.7855,2071.4196,165.7136,2288.9187
"598",6198,"10-4030-017828",17828,"2007-02-21","2007-02-16",TRUE,"2007-02-09",NA,"SO49258","2007-02-16",61.0838,2443.35,195.468,2699.9018
"599",6785,"10-4030-019335",19335,"2007-02-21","2007-02-16",TRUE,"2007-02-09",NA,"SO49262","2007-02-16",19.5748,782.99,62.6392,865.204
"600",7325,"10-4030-020843",20843,"2007-02-21","2007-02-16",TRUE,"2007-02-09",NA,"SO49263","2007-02-16",19.5748,782.99,62.6392,865.204
"601",9150,"10-4030-027056",27056,"2007-02-21","2007-02-16",TRUE,"2007-02-09",NA,"SO49268","2007-02-16",51.7855,2071.4196,165.7136,2288.9187
"602",9973,"10-4030-029397",29397,"2007-02-21","2007-02-16",TRUE,"2007-02-09",NA,"SO49259","2007-02-16",51.2275,2049.0982,163.9279,2264.2536
"603",3688,"10-4030-012630",12630,"2007-02-22","2007-02-17",TRUE,"2007-02-10",NA,"SO49271","2007-02-17",51.7855,2071.4196,165.7136,2288.9187
"604",4366,"10-4030-013884",13884,"2007-02-22","2007-02-17",TRUE,"2007-02-10",NA,"SO49269","2007-02-17",54.5391,2181.5625,174.525,2410.6266
"605",4470,"10-4030-014055",14055,"2007-02-22","2007-02-17",TRUE,"2007-02-10",NA,"SO49272","2007-02-17",51.2275,2049.0982,163.9279,2264.2536
"606",7504,"10-4030-021272",21272,"2007-02-22","2007-02-17",TRUE,"2007-02-10",NA,"SO49273","2007-02-17",51.7855,2071.4196,165.7136,2288.9187
"607",7509,"10-4030-021311",21311,"2007-02-22","2007-02-17",TRUE,"2007-02-10",NA,"SO49274","2007-02-17",51.2275,2049.0982,163.9279,2264.2536
"608",8102,"10-4030-023645",23645,"2007-02-22","2007-02-17",TRUE,"2007-02-10",NA,"SO49275","2007-02-17",61.0838,2443.35,195.468,2699.9018
"609",9983,"10-4030-029412",29412,"2007-02-22","2007-02-17",TRUE,"2007-02-10",NA,"SO49270","2007-02-17",51.7855,2071.4196,165.7136,2288.9187
"610",3680,"10-4030-012615",12615,"2007-02-23","2007-02-18",TRUE,"2007-02-11",NA,"SO49277","2007-02-18",51.7855,2071.4196,165.7136,2288.9187
"611",4453,"10-4030-014038",14038,"2007-02-23","2007-02-18",TRUE,"2007-02-11",NA,"SO49278","2007-02-18",51.2275,2049.0982,163.9279,2264.2536
"612",4456,"10-4030-014045",14045,"2007-02-23","2007-02-18",TRUE,"2007-02-11",NA,"SO49279","2007-02-18",51.2275,2049.0982,163.9279,2264.2536
"613",6208,"10-4030-017849",17849,"2007-02-23","2007-02-18",TRUE,"2007-02-11",NA,"SO49276","2007-02-18",54.5391,2181.5625,174.525,2410.6266
"614",4425,"10-4030-013994",13994,"2007-02-24","2007-02-19",TRUE,"2007-02-12",NA,"SO49288","2007-02-19",51.7855,2071.4196,165.7136,2288.9187
"615",4432,"10-4030-014007",14007,"2007-02-24","2007-02-19",TRUE,"2007-02-12",NA,"SO49287","2007-02-19",51.7855,2071.4196,165.7136,2288.9187
"616",4519,"10-4030-014133",14133,"2007-02-24","2007-02-19",TRUE,"2007-02-12",NA,"SO49282","2007-02-19",51.2275,2049.0982,163.9279,2264.2536
"617",4578,"10-4030-014220",14220,"2007-02-24","2007-02-19",TRUE,"2007-02-12",NA,"SO49283","2007-02-19",51.7855,2071.4196,165.7136,2288.9187
"618",6194,"10-4030-017815",17815,"2007-02-24","2007-02-19",TRUE,"2007-02-12",NA,"SO49280","2007-02-19",61.0838,2443.35,195.468,2699.9018
"619",6779,"10-4030-019324",19324,"2007-02-24","2007-02-19",TRUE,"2007-02-12",NA,"SO49281","2007-02-19",19.5748,782.99,62.6392,865.204
"620",8050,"10-4030-023436",23436,"2007-02-24","2007-02-19",TRUE,"2007-02-12",NA,"SO49284","2007-02-19",54.5391,2181.5625,174.525,2410.6266
"621",9075,"10-4030-026748",26748,"2007-02-24","2007-02-19",TRUE,"2007-02-12",NA,"SO49289","2007-02-19",19.5748,782.99,62.6392,865.204
"622",9146,"10-4030-027050",27050,"2007-02-24","2007-02-19",TRUE,"2007-02-12",NA,"SO49286","2007-02-19",51.7855,2071.4196,165.7136,2288.9187
"623",9166,"10-4030-027077",27077,"2007-02-24","2007-02-19",TRUE,"2007-02-12",NA,"SO49285","2007-02-19",51.7855,2071.4196,165.7136,2288.9187
"624",3520,"10-4030-012297",12297,"2007-02-25","2007-02-20",TRUE,"2007-02-13",NA,"SO49293","2007-02-20",51.2275,2049.0982,163.9279,2264.2536
"625",3582,"10-4030-012388",12388,"2007-02-25","2007-02-20",TRUE,"2007-02-13",NA,"SO49295","2007-02-20",51.2275,2049.0982,163.9279,2264.2536
"626",4362,"10-4030-013882",13882,"2007-02-25","2007-02-20",TRUE,"2007-02-13",NA,"SO49294","2007-02-20",61.0838,2443.35,195.468,2699.9018
"627",4435,"10-4030-014010",14010,"2007-02-25","2007-02-20",TRUE,"2007-02-13",NA,"SO49296","2007-02-20",51.7855,2071.4196,165.7136,2288.9187
"628",4513,"10-4030-014127",14127,"2007-02-25","2007-02-20",TRUE,"2007-02-13",NA,"SO49297","2007-02-20",51.2275,2049.0982,163.9279,2264.2536
"629",4571,"10-4030-014210",14210,"2007-02-25","2007-02-20",TRUE,"2007-02-13",NA,"SO49298","2007-02-20",51.7855,2071.4196,165.7136,2288.9187
"630",4663,"10-4030-014362",14362,"2007-02-25","2007-02-20",TRUE,"2007-02-13",NA,"SO49300","2007-02-20",25.0109,1000.4375,80.035,1105.4834
"631",5921,"10-4030-016940",16940,"2007-02-25","2007-02-20",TRUE,"2007-02-13",NA,"SO49290","2007-02-20",61.0838,2443.35,195.468,2699.9018
"632",6654,"10-4030-019038",19038,"2007-02-25","2007-02-20",TRUE,"2007-02-13",NA,"SO49292","2007-02-20",25.0109,1000.4375,80.035,1105.4834
"633",6858,"10-4030-019433",19433,"2007-02-25","2007-02-20",TRUE,"2007-02-13",NA,"SO49291","2007-02-20",25.0109,1000.4375,80.035,1105.4834
"634",8065,"10-4030-023533",23533,"2007-02-25","2007-02-20",TRUE,"2007-02-13",NA,"SO49299","2007-02-20",54.5391,2181.5625,174.525,2410.6266
"635",4353,"10-4030-013866",13866,"2007-02-26","2007-02-21",TRUE,"2007-02-14",NA,"SO49305","2007-02-21",54.5391,2181.5625,174.525,2410.6266
"636",4369,"10-4030-013886",13886,"2007-02-26","2007-02-21",TRUE,"2007-02-14",NA,"SO49306","2007-02-21",54.5391,2181.5625,174.525,2410.6266
"637",4481,"10-4030-014071",14071,"2007-02-26","2007-02-21",TRUE,"2007-02-14",NA,"SO49307","2007-02-21",51.2275,2049.0982,163.9279,2264.2536
"638",4514,"10-4030-014128",14128,"2007-02-26","2007-02-21",TRUE,"2007-02-14",NA,"SO49308","2007-02-21",51.7855,2071.4196,165.7136,2288.9187
"639",4664,"10-4030-014364",14364,"2007-02-26","2007-02-21",TRUE,"2007-02-14",NA,"SO49309","2007-02-21",25.0109,1000.4375,80.035,1105.4834
"640",5273,"10-4030-015527",15527,"2007-02-26","2007-02-21",TRUE,"2007-02-14",NA,"SO49310","2007-02-21",19.5748,782.99,62.6392,865.204
"641",5361,"10-4030-015651",15651,"2007-02-26","2007-02-21",TRUE,"2007-02-14",NA,"SO49302","2007-02-21",54.5391,2181.5625,174.525,2410.6266
"642",5373,"10-4030-015665",15665,"2007-02-26","2007-02-21",TRUE,"2007-02-14",NA,"SO49301","2007-02-21",54.5391,2181.5625,174.525,2410.6266
"643",5976,"10-4030-017103",17103,"2007-02-26","2007-02-21",TRUE,"2007-02-14",NA,"SO49303","2007-02-21",54.5391,2181.5625,174.525,2410.6266
"644",6864,"10-4030-019437",19437,"2007-02-26","2007-02-21",TRUE,"2007-02-14",NA,"SO49304","2007-02-21",25.0109,1000.4375,80.035,1105.4834
"645",9069,"10-4030-026743",26743,"2007-02-26","2007-02-21",TRUE,"2007-02-14",NA,"SO49311","2007-02-21",19.5748,782.99,62.6392,865.204
"646",4454,"10-4030-014039",14039,"2007-02-27","2007-02-22",TRUE,"2007-02-15",NA,"SO49313","2007-02-22",51.2275,2049.0982,163.9279,2264.2536
"647",4573,"10-4030-014214",14214,"2007-02-27","2007-02-22",TRUE,"2007-02-15",NA,"SO49314","2007-02-22",51.2275,2049.0982,163.9279,2264.2536
"648",4574,"10-4030-014215",14215,"2007-02-27","2007-02-22",TRUE,"2007-02-15",NA,"SO49315","2007-02-22",51.2275,2049.0982,163.9279,2264.2536
"649",4659,"10-4030-014355",14355,"2007-02-27","2007-02-22",TRUE,"2007-02-15",NA,"SO49317","2007-02-22",25.0109,1000.4375,80.035,1105.4834
"650",5964,"10-4030-017086",17086,"2007-02-27","2007-02-22",TRUE,"2007-02-15",NA,"SO49312","2007-02-22",61.0838,2443.35,195.468,2699.9018
"651",8047,"10-4030-023433",23433,"2007-02-27","2007-02-22",TRUE,"2007-02-15",NA,"SO49316","2007-02-22",54.5391,2181.5625,174.525,2410.6266
"652",8104,"10-4030-023649",23649,"2007-02-27","2007-02-22",TRUE,"2007-02-15",NA,"SO49320","2007-02-22",54.5391,2181.5625,174.525,2410.6266
"653",8437,"10-4030-025022",25022,"2007-02-27","2007-02-22",TRUE,"2007-02-15",NA,"SO49319","2007-02-22",25.0109,1000.4375,80.035,1105.4834
"654",9074,"10-4030-026747",26747,"2007-02-27","2007-02-22",TRUE,"2007-02-15",NA,"SO49322","2007-02-22",19.5748,782.99,62.6392,865.204
"655",9155,"10-4030-027063",27063,"2007-02-27","2007-02-22",TRUE,"2007-02-15",NA,"SO49321","2007-02-22",51.7855,2071.4196,165.7136,2288.9187
"656",9242,"10-4030-027267",27267,"2007-02-27","2007-02-22",TRUE,"2007-02-15",NA,"SO49318","2007-02-22",19.5748,782.99,62.6392,865.204
"657",3608,"10-4030-012461",12461,"2007-02-28","2007-02-23",TRUE,"2007-02-16",NA,"SO49324","2007-02-23",51.7855,2071.4196,165.7136,2288.9187
"658",3677,"10-4030-012612",12612,"2007-02-28","2007-02-23",TRUE,"2007-02-16",NA,"SO49323","2007-02-23",51.2275,2049.0982,163.9279,2264.2536
"659",4577,"10-4030-014219",14219,"2007-02-28","2007-02-23",TRUE,"2007-02-16",NA,"SO49325","2007-02-23",51.7855,2071.4196,165.7136,2288.9187
"660",7507,"10-4030-021305",21305,"2007-02-28","2007-02-23",TRUE,"2007-02-16",NA,"SO49326","2007-02-23",51.2275,2049.0982,163.9279,2264.2536
"661",3533,"10-4030-012314",12314,"2007-03-01","2007-02-24",TRUE,"2007-02-17",NA,"SO49330","2007-02-24",51.7855,2071.4196,165.7136,2288.9187
"662",3578,"10-4030-012384",12384,"2007-03-01","2007-02-24",TRUE,"2007-02-17",NA,"SO49331","2007-02-24",51.2275,2049.0982,163.9279,2264.2536
"663",4475,"10-4030-014063",14063,"2007-03-01","2007-02-24",TRUE,"2007-02-17",NA,"SO49332","2007-02-24",51.7855,2071.4196,165.7136,2288.9187
"664",4497,"10-4030-014102",14102,"2007-03-01","2007-02-24",TRUE,"2007-02-17",NA,"SO49333","2007-02-24",51.7855,2071.4196,165.7136,2288.9187
"665",4518,"10-4030-014132",14132,"2007-03-01","2007-02-24",TRUE,"2007-02-17",NA,"SO49334","2007-02-24",51.2275,2049.0982,163.9279,2264.2536
"666",6151,"10-4030-017754",17754,"2007-03-01","2007-02-24",TRUE,"2007-02-17",NA,"SO49329","2007-02-24",25.0109,1000.4375,80.035,1105.4834
"667",6178,"10-4030-017790",17790,"2007-03-01","2007-02-24",TRUE,"2007-02-17",NA,"SO49327","2007-02-24",61.0838,2443.35,195.468,2699.9018
"668",6191,"10-4030-017812",17812,"2007-03-01","2007-02-24",TRUE,"2007-02-17",NA,"SO49328","2007-02-24",54.5391,2181.5625,174.525,2410.6266
"669",8044,"10-4030-023429",23429,"2007-03-01","2007-02-24",TRUE,"2007-02-17",NA,"SO49335","2007-02-24",54.5391,2181.5625,174.525,2410.6266
"670",8058,"10-4030-023523",23523,"2007-03-01","2007-02-24",TRUE,"2007-02-17",NA,"SO49336","2007-02-24",54.5391,2181.5625,174.525,2410.6266
"671",8079,"10-4030-023571",23571,"2007-03-01","2007-02-24",TRUE,"2007-02-17",NA,"SO49338","2007-02-24",61.0838,2443.35,195.468,2699.9018
"672",9159,"10-4030-027068",27068,"2007-03-01","2007-02-24",TRUE,"2007-02-17",NA,"SO49337","2007-02-24",51.2275,2049.0982,163.9279,2264.2536
"673",3672,"10-4030-012599",12599,"2007-03-02","2007-02-25",TRUE,"2007-02-18",NA,"SO49342","2007-02-25",51.7855,2071.4196,165.7136,2288.9187
"674",4450,"10-4030-014033",14033,"2007-03-02","2007-02-25",TRUE,"2007-02-18",NA,"SO49343","2007-02-25",51.7855,2071.4196,165.7136,2288.9187
"675",4461,"10-4030-014048",14048,"2007-03-02","2007-02-25",TRUE,"2007-02-18",NA,"SO49344","2007-02-25",51.7855,2071.4196,165.7136,2288.9187
"676",4480,"10-4030-014070",14070,"2007-03-02","2007-02-25",TRUE,"2007-02-18",NA,"SO49345","2007-02-25",51.2275,2049.0982,163.9279,2264.2536
"677",4576,"10-4030-014218",14218,"2007-03-02","2007-02-25",TRUE,"2007-02-18",NA,"SO49346","2007-02-25",51.2275,2049.0982,163.9279,2264.2536
"678",5284,"10-4030-015547",15547,"2007-03-02","2007-02-25",TRUE,"2007-02-18",NA,"SO49350","2007-02-25",19.5748,782.99,62.6392,865.204
